Headlines,Valid Source,Source
"Trump heckled, bullied and lied through the debate. It won't help him beat Biden ",Yes,The Guardian
The Guardian view  The US presidential debate: a bad night for the world,Yes,The Guardian
"Battered, bloodshot Boris is no longer the star of his own show ",Yes,The Guardian
America is in pain. The presidential debate offered no help,Yes,The Guardian
A Facial Action Coding system to explain what women are thinking? You could just ask,Yes,The Guardian
Why Joe Biden is better than Donald Trump for the US economy,Yes,The Guardian
Tennis  Williams insists her body is still willing after pulling out of French Open,Yes,The Guardian
NBA finals predictions  Lakers or Heat? Will the title elevate LeBron to GOAT?,Yes,The Guardian
Manchester United  Club open talks with Barcelona over Dembélé loan,Yes,The Guardian
He didn't say it'  Athletes dismayed by Trump's refusal to condemn white supremacy,Yes,The Guardian
NFL  Will Covid-19 postpone the season? There are 16bn reasons why it won't,Yes,The Guardian
Marathon  Kipchoge denies platform Nike shoes offer advantage,Yes,The Guardian
" 'My head's on fire!'  Bob Mould, alt-rock's gay icon, takes on American evil  ",Yes,The Guardian
Gilmore Girls power  Why we still love this comforting classic 20 years on,Yes,The Guardian
Helen Reddy  Australian singer of feminist anthem I Am Woman dies aged 78,Yes,The Guardian
Mac Davis  Songwriter of Elvis hits In the Ghetto and A Little Less Conversation dies aged 78,Yes,The Guardian
It's up to people to change the system'  The artists using stamps as resistance,Yes,The Guardian
Books  More than 200 writers and publishers sign letter in support of trans and non-binary people,Yes,The Guardian
It's not fair'  Workers outraged Trump pays less tax than them,Yes,The Guardian
Timothy Ray Brown  First person to be cured of HIV dies aged 54,Yes,The Guardian
Florida  Plan to solve non-existent protest problem is pure 'mini-Trump',Yes,The Guardian
US elections 2020  Trump plunges presidential debate into chaos as he repeatedly talks over Biden,Yes,The Guardian
Analysis  Donald Trump ensures first presidential debate is national humiliation,Yes,The Guardian
Chris Wallace  Moderator criticized as Biden drowned out by Trump in debate,Yes,The Guardian
Watch parties  How the chaos of the first debate was received,Yes,The Guardian
California  Kobe Bryant law bans photos of the dead by first responders,Yes,The Guardian
"Greenland  Ice melting faster than at any time in past 12,000 years ",Yes,The Guardian
Oui ou non  New Caledonia set for fresh vote on independence from France,Yes,The Guardian
Switzerland  Geneva to raise minimum wage to world's highest,Yes,The Guardian
Technology  Facebook merges Messenger chat service with Instagram,Yes,The Guardian
Canada  Police charge dozens and seize $10m in assets in illegal casino bust,Yes,The Guardian
"Manchester Arena attack  Bomber linked to six MI5 'subjects of interest', inquiry hears ",Yes,The Guardian
Saudi Arabia  Sadiq Khan refuses to attend city mayors' summit,Yes,The Guardian
ISS  Astronauts trace air leak to Russian side of space station after midnight alarm,Yes,The Guardian
Krajina  Bosnian authorities 'forcibly' emptying UN migrant camps,Yes,The Guardian
France  Five activists on trial for trying to seize African funeral staff from museum,Yes,The Guardian
Feminist economics  How egg freezing got rebranded as the ultimate act of self-care,Yes,The Guardian
Bodybuilding blind  'Anything’s possible with a bit of ingenuity',Yes,The Guardian
Denim is rubbish for keeping you warm'  Experts' tips for cold-weather dressing,Yes,The Guardian
US elections 2020  Joe Biden tells white supremacist groups to 'cease and desist',Yes,The Guardian
"Will you shut up, man?'  Biden and Trump clash in first US presidential debate – video ",Yes,The Guardian
US elections 2020  Trump interrupts Biden's tribute to late son to raise unfounded accusations,Yes,The Guardian
Debate  Biden tells Trump 'you are the worst president America has ever had' in battle over taxes,Yes,The Guardian
Proud Boys  Trump namechecks group as he refuses to condemn white supremacists in debate,Yes,The Guardian
Grit and beauty  The lives of Irish Traveller children,Yes,The Guardian
Up close and personal  Close Up Photographer of the Year,Yes,The Guardian
Wildfires  Oregon's firefighting prisoners,Yes,The Guardian
Religious group scrubs all references to Amy Coney Barrett from its website,Yes,The Guardian
Presidential debates format to be overhauled after calamity in Cleveland,Yes,The Guardian
Live  Trump signals he won't agree to rules changes for debates,Yes,The Guardian
Texas  Outrage as Texas governor orders closure of multiple ballot drop-off sites,Yes,The Guardian
Russia  Meddlers reportedly posed as rightwing news site to target US voters,Yes,The Guardian
Roe v Wade  Amy Coney Barrett signed newspaper ad that called ruling 'barbaric',Yes,The Guardian
The far right  Proud Boys are a dangerous 'white supremacist' group say US agencies,Yes,The Guardian
Brexit  EU launches legal action against UK for breaching withdrawal agreement,Yes,The Guardian
Second world war  Nazi shipwreck found off Poland may solve Amber Room mystery,Yes,The Guardian
Exclusive  Human rights lawyers sue Trump administration for 'silencing' them,Yes,The Guardian
"America's water crisis  New ‘forever chemicals' contaminating the environment, regulators say ",Yes,The Guardian
"Edward Snowden  US entitled to $5.2m from book sales, court rules ",Yes,The Guardian
Delphine Boël  Belgian king's daughter wins right to call herself princess,Yes,The Guardian
California  Firefighters watch for ‘violent’ winds as nearly 30 blazes burn,Yes,The Guardian
"Crumbs  Subway bread is not bread, Irish court rules ",Yes,The Guardian
"Live  Paris set to be on 'maximum alert' if situation does not improve; 2,548 new cases in Italy ",Yes,The Guardian
Elton John  Singer accused of breaking mask rules on Italian island,Yes,The Guardian
"Covid-19   Vaccine alone won't defeat spread of virus, report warns ",Yes,The Guardian
Coronavirus map of the US  Latest cases state by state,Yes,The Guardian
Number-cruncher  The devastating power of Katie Porter's whiteboard,Yes,The Guardian
Elvis Costello's teenage obsessions: I had a massive crush on Judi Dench in 1966,Yes,The Guardian
Fat bear week  America's most body positive contest nears climax,Yes,The Guardian
Trevor Noah: The only thing Trump avoids more than condemning white supremacists is taxes,Yes,The Guardian
‘We want our island back’  The group taking on cruise ships in Florida Keys,Yes,The Guardian
Charred homes and crumbled walls  Tallying the destruction of a California wildfire,Yes,The Guardian
"When Trump defends armed rightwing gangs, his rhetoric has echoes of fascism ",Yes,The Guardian
Masculinity is a force in the US election – and women are responding accordingly,Yes,The Guardian
Trump has starved Americans of human compassion. Biden finally offered us some,Yes,The Guardian
"These days, having hope as a Black woman can be hard. But history shows progress is possible ",Yes,The Guardian
"Beijing's tyranny forced me to flee Hong Kong, but I will fight for democracy in exile ",Yes,The Guardian
Boris's Brexit and Covid incompetence spreads to infect asylum policy,Yes,The Guardian
"NBA finals  Miami's Bam Adebayo, Goran Dragić listed as doubtful for Game 2 ",Yes,The Guardian
Landon Donovan  San Diego Loyal manager 'proud' of walk-off over alleged homophobic abuse,Yes,The Guardian
NFL  Steelers-Titans won't be played in Week 4 after more positive Covid-19 tests,Yes,The Guardian
Carabao Cup  Liverpool's Wilson misses decisive penalty as Arsenal win shootout,Yes,The Guardian
Soccer  Is the USMNT in danger of developing into a world-class outfit?,Yes,The Guardian
French Open 2020  Jelena Ostapenko rediscovers form to stun Karolina Pliskova,Yes,The Guardian
Borat  Presenter praises Donald Trump on Twitter ahead of new film,Yes,The Guardian
"Jackass at 20  Disgusting, childish, dangerous and ... heartwarming? ",Yes,The Guardian
"Somehow I beat the system'  Tony Todd on Candyman, Black Lives Matter and seeing stars cry on the set of Platoon ",Yes,The Guardian
"AC/DC  Band reunite, featuring three former members ",Yes,The Guardian
"Film  Scorsese, Eastwood, Broccoli say US cinemas may not survive pandemic ",Yes,The Guardian
From cut-out confessions to cheese pages  Browse the world's strangest books,Yes,The Guardian
"Swords, sand and razor-sharp insults  The Secret of Monkey Island at 30 ",Yes,The Guardian
Brad Parscale  Former Trump campaign manager steps down,Yes,The Guardian
"Julian Assange  US is tearing our family apart, says partner ",Yes,The Guardian
Deep pain'  Chrissy Teigen and John Legend speak of losing baby,Yes,The Guardian
Nasa  Dragonfly mission to Saturn's Titan moon delayed,Yes,The Guardian
Incredibly dangerous job'  Concerns safety is slipping at US meat plants,Yes,The Guardian
Facebook  Trump campaign ads with misleading claims about refugees removed,Yes,The Guardian
Reparations  California to consider slavery reparations after landmark law passed,Yes,The Guardian
Microsoft  Company launches cheaper Surface Laptop Go,Yes,The Guardian
Brazil  Amazon rainforest suffers worst fires in a decade,Yes,The Guardian
"Vital tool'  HPV vaccine helps prevent invasive cervical cancer, landmark study shows ",Yes,The Guardian
Migration  Thousands of Honduran migrants cross the border into Guatemala illegally,Yes,The Guardian
Japan  Man admits nine murders after contacting suicidal people via Twitter,Yes,The Guardian
Americas  US makes fresh pitch to Latin America in bid to counter China's influence,Yes,The Guardian
"Belgium  Corrupt police officers helped ship cocaine into Europe, say officials ",Yes,The Guardian
Alexei Navalny  Russian opposition figure says he believes Vladimir Putin was behind poisoning,Yes,The Guardian
Hong Kong  At least 60 people arrested on China's national day,Yes,The Guardian
India  Classical music and dance 'guru' system hit by abuse allegations,Yes,The Guardian
India  Rahul Gandhi arrested on way to meet rape victim's family,Yes,The Guardian
"I thought, this is strange'  Mystery of royal stone head at Shaftesbury Abbey ",Yes,The Guardian
The uplift  Indian dance classes on Zoom lifted the heaviness I’d been carrying,Yes,The Guardian
The long read  How one man spent 34 years in prison after setting fire to a pair of curtains,Yes,The Guardian
US elections 2020  Biden and Trump trade insults in frenzied presidential debate,Yes,The Guardian
Chris Wallace  US presidential debate moderator struggles to contain Trump,Yes,The Guardian
QAnon  What is it and why is it so dangerous?,Yes,The Guardian
Masked weddings and buffalo racing  Thursday's best photos,Yes,The Guardian
Beijing  Streets during and after Covid lockdown,Yes,The Guardian
"Compassion, trauma and hope'  A fresh perspective on addiction  ",Yes,The Guardian
"Subway bread is not bread, Irish court rules ",Yes,The Guardian
Revealed: Amy Coney Barrett supported group that said life begins at fertilization,Yes,The Guardian
"Experience: I came out to my husband, then he came out to me ",Yes,The Guardian
Borat praises Donald Trump on Twitter ahead of new film,Yes,The Guardian
Coronavirus  Donald and Melania Trump test positive for Covid,Yes,The Guardian
White House scramble  Fears for Joe Biden after Trump tests positive for Covid,Yes,The Guardian
Analysis  Trump's positive Covid test is a surprise that many saw coming,Yes,The Guardian
World leaders  Donald Trump joins growing list to contract Covid,Yes,The Guardian
Business live  Global markets retreat after Trump tests positive for Covid-19,Yes,The Guardian
